,title,author,day,genre,story,score,platform
1035,녹두전,혜진양,완결,"스토리, 로맨스","17세기 조선, 장가를 가기 싫은 사내와 기생이 되기 싫은 처자의 엇갈리고 이어지는 연애담",9.98,네이버 웹툰
1036,열일곱,플레이리스트,완결,"스토리, 로맨스","가장 순수하고 찬란했던 시절, 열일곱 살의 넌 누굴 좋아했니? 우리를 설레게 했던 웹드라마 열일곱 이 포토툰으로 찾아옵니다.",5.7,네이버 웹툰
1037,잡다한컷,그림왕양치기,완결,"에피소드, 일상",잡다하지 않은 우리들 이야기. ! ! 한! 컷!,9.91,네이버 웹툰
1038,나는 귀머거리다,라일라,완결,"에피소드, 일상",대한민국에서 청각장애인이 살아가는 이야기,9.98,네이버 웹툰
1039,미라클! 용사님,정하,완결,"스토리, 판타지",내 나는 용사의 모험이 시작된다!2014 대학만화 최강자전 수상작!,9.96,네이버 웹툰
1040,여중생A,허5파6,완결,"스토리, 드라마",게임에 빠져 사는 중학생 장미래.생각 많고 내향적인 그녀의 현실 속 학교생활.,9.98,네이버 웹툰
1041,부부생활,써니사이드업,완결,"에피소드, 일상",유부들도 안 알랴준 유부 이야기,9.94,네이버 웹툰
1042,완벽한 허니문,화류동풍 / 옛사람,완결,"스토리, 로맨스","결혼 후 처음 떠나는 여행, 허니문에서신부가 혼자 여행을 시작했다?시작부터 위태로운 그들의 허니문 이야기",9.97,네이버 웹툰
1043,우리들은 푸르다,문택수,완결,"옴니버스, 개그",그들과 함께라면 일상도 개그가 된다..! 범상치않은 그들이 모인 연파랑고 1학년 3반은 매일매일이 4차원 사건!지루한 일상을 날려버릴 4컷 개그 블록버스터 만화!!,9.32,네이버 웹툰
1044,원티드,럭스,완결,"스토리, 판타지","평범한 사람과 특수한 능력을 가진 사람들이 공존하는 이 곳,그 속에 존재하는 한 조직에 얽힌 비밀과 사람들의 이야기",9.93,네이버 웹툰
1045,오즈랜드,이윤창,완결,"스토리, 판타지",마법사 도로시의 몸에 빙의된 격투소녀 민들레의 판타지 세계 오즈랜드 모험!,9.98,네이버 웹툰
1046,"이기자, 그린",김8,완결,"스토리, 드라마",쓰레기 기자와 망한 연예인의 애매한 로맨스 불만시대 김8 작가의 신작!,9.96,네이버 웹툰
1047,컨트롤제트,미티,완결,"스토리, 스릴러",당신은 지우고 싶은 기억이 있나요?기억을 되돌릴 수 있다면...,9.93,네이버 웹툰
1048,블랙수트,박세준 / 차용운,완결,"스토리, 드라마",발을 들이지 말아야 할 곳에서만나야 할 한 사람을 만나다.,9.67,네이버 웹툰
1049,바로잡는 순애보,이채영,완결,"스토리, 판타지","사람이 되고 싶은 반달가슴곰 순애와 호랑이 비타, 그리고 평범하지만 특별한 소년 바로의 좌충우돌 성장기 2013 대학만화 최강자전 최우수상 수상작!",9.94,네이버 웹툰
1050,언터처블,맛스타,완결,"스토리, 로맨스",만져야 사는 여자와 만질 수 없는 남자의아슬아슬 로맨스!,9.97,네이버 웹툰
1051,참치와 돌고래,이힝,완결,"스토리, 드라마",모솔에 금사빠인 현호수영장 그남자에게 또 금세 사랑에 빠지다! 과연 현호의 이번 사랑은 이루어 질 수 있을까?,9.97,네이버 웹툰
1052,2017 사이다를 부탁해!,웹툰작가,완결,"옴니버스, 일상",고구마 10000개를 삼킨 것 같은 실제 사연을독자들로부터 직접 받아서 네이버 웹툰 작가들이 새롭게 들려드립니다!,9.78,네이버 웹툰
1053,투명한 동거,정서,완결,"스토리, 로맨스",닿을 듯 닿지 않는인간과 유령의 아슬아슬한 동거,9.91,네이버 웹툰
1054,찌질의 역사,김풍 / 심윤수,완결,"스토리, 드라마",스무살 소년들이 남자로 진화한다평생을 철들지 못하는 우리들의 찌질한 이야기,9.89,네이버 웹툰
1055,원 뿔러스 원,청보리,완결,"스토리, 판타지",같은 장애를 가진 두 소년이 살아가는 세상. 그리고 특정 장애인만을 노리는 범죄자. 장애를 주제로 한 학원 스릴러.,9.97,네이버 웹툰
1056,MZ,최훈 / 청설모,완결,"스토리, 액션",과거가 없는 요원과 과거가 수상한 해커.이제 적도 아군도 없는 싸움이 펼쳐진다.,9.94,네이버 웹툰
1057,숲 속의 미마,후은,완결,"스토리, 판타지",전대미문의 이상한 마법사 하지만 자칭 완벽한 마법사!영혼이 자유로운 어떤 마법사 이야기,9.98,네이버 웹툰
1058,인챈트-나람이야기,자유,완결,"스토리, 판타지","어느 날, 우리 집에 있는 이상한 그릇이 말을 걸어왔다!",9.95,네이버 웹툰
1059,윈터우즈,cosmos / 반지,완결,"스토리, 로맨스","살아있는 사람이 되고 싶은 윈터,베스트셀러 동화 작가가 되고 싶은 제인두 사람의 알록달록 동화같은 이야기",9.98,네이버 웹툰
1060,대작,범우,완결,"스토리, 스릴러",천재 신인작가와 그를 쫓는 이들의 숨막히는 이야기,9.93,네이버 웹툰
1061,하나(HANA),와난,완결,"스토리, 드라마","유전자조작 쥐로 알려져 있는 아이 하나 ,하나가 연구실에서 탈출하면서 일어나는 이야기들. 어서오세요.305호에 와난 작가 신작!",9.93,네이버 웹툰
1062,스퍼맨 시즌1,하일권,완결,"스토리, 드라마",사랑하는 여자친구와 드디어 첫날밤을 맞게된 김기두갑자기 정체모를 사람들에게 납치되고자신이 슈퍼정자를 가진 능력자라는 얘기를 듣게 되는데...,9.94,네이버 웹툰
1063,2016 루키 단편선-지옥...,웹툰작가,완결,"옴니버스, 드라마","전설 이현세, 이두호 작가가 직접 프로듀싱한 신인 작가 단편선그 여섯번째 시즌!",9.94,네이버 웹툰
1064,악의는 없다,환쟁이,완결,"스토리, 스릴러","시골 마을, 한 남자가 죽었다.그 죽음의 진실을 파헤치려는 이와 덮으려는 자의 싸움.",9.48,네이버 웹툰
1065,우바우,잇선,완결,"옴니버스, 일상",우리가 바라는 우리.시궁창 같은 삶이라도 바라는 건 많아.,9.97,네이버 웹툰
1066,심연의 하늘 시즌4,윤인완 / 김선희,완결,"스토리, 스릴러",재난으로 파괴된 대한민국. 생존을 위한 인간들의 잔혹한 축제가 벌어진다.,7.02,네이버 웹툰
1067,매지컬 고삼즈,seri / 비완,완결,"스토리, 판타지",수능이 코앞인데 사랑과 평화를 지키라고?고3에 마법소녀가 된 한여름과 그녀를 둘러싼 이야기,9.96,네이버 웹툰
1068,한국만화거장전 : 만화보물섬,한국만화가협회,완결,"에피소드, 드라마","만화잡지 보물섬 , 기억나나요? 한국만화의 잡지시대를 풍미했던 거장들의 단편을 웹툰으로 만나세요.",9.88,네이버 웹툰
1069,레코닝,이혜,완결,"스토리, 판타지",내가 살려면 또 다른 내가 죽어야 한다!,9.98,네이버 웹툰
1070,만렙소녀 오오라,김규삼,완결,"에피소드, 개그",돌아온 븟새와 오오라의 대모험! ..근데 이거 도대체 무슨 만화지?,9.47,네이버 웹툰
1071,3P,김우준,완결,"스토리, 판타지","사이코, 사이코패스, 사이코매트리스트.. 그들의 치열한 서바이벌이 시작되었다.살아남아라!비밀이 풀릴 때까지 쇼는 끝나지 않는다.",9.93,네이버 웹툰
1072,폰령,웹툰작가,완결,"스토리, 스릴러",2016 마지막 공포!절대 눈을 감지 마시오.,9.6,네이버 웹툰
1073,소녀더와일즈,HUN / 제나,완결,"스토리, 액션","펫다이어리 , 열아홉스물하나 제나 김혜진 작가와 작가의 만남.그들이 들려주는, 다소 과격한 소녀들의 전쟁 같은 삶 이야기.",9.43,네이버 웹툰
1074,귀도,주동근,완결,"옴니버스, 스릴러",귀신 본 적 있니?이제 내가 본 걸 얘기해줄게...,9.91,네이버 웹툰
1075,아일랜드 1부,윤인완 / 양경일,완결,"스토리, 스릴러",악귀들이 가득찬 섬 제주도. 이를 물리치는 토막살인범 반. 웹툰으로 돌아온 퇴마만화의 전설 아일랜드 1부,9.96,네이버 웹툰
1076,죽은 마법사의 도시,김칸비_팀 겟네임,완결,"스토리, 판타지","스마트폰엔 마법어플, 택배는 텔레포트로 한방에.마법화된 2030년 근미래도시에서 펼쳐지는 한 연쇄살인마와 그를 추적하는 사람들! 우월한하루 , 멜로홀릭 의 팀 겟네임 작가가 선보이는 판타지 수사극.",9.95,네이버 웹툰
1077,크리퍼스큘,밀치 / 얌치,완결,"스토리, 판타지",낮과 밤이 없는 붉은하늘의 세계 크리퍼스큘.그 곳에서 펼쳐지는 뱀파이어 학원 판타지.,9.94,네이버 웹툰
1078,3인칭,꼬마비 / 애마비,완결,"에피소드, 드라마",쉽지 않은 사랑 이야기.그녀를 찾아서..,9.94,네이버 웹툰
1079,첩보의 별,이상신 / 국중록,완결,"스토리, 개그",배신이 난무하는 그들의 뜨거운 우정본격 스파이 모험 만화!,9.86,네이버 웹툰
1080,썸남,배철완,완결,"에피소드, 드라마",옆방에 사는 어색한 두 남자들에 대한 고찰. 2014 대학만화 최강자전 수상작!,9.97,네이버 웹툰
1081,2016 비명,웹툰작가,완결,"옴니버스, 스릴러",2016 여름특집 공포 단편선. 비명소리를 내지 않을 자신이 있다면 스크롤을 내려라.,9.14,네이버 웹툰
1082,천년구미호,기량,완결,"스토리, 판타지",세습무의 운명을 가진 소녀와 천년의 속박에서 벗어나기 위한 구미호이야기,9.96,네이버 웹툰
1083,독신으로 살겠다,선정성,완결,"스토리, 드라마",말로만 듣던 35세 독신으로 살아지는가? 살아가는가?애들은 가라 언니들의 솔직담백한 이야기 독신으로 살겠다,9.67,네이버 웹툰
1084,이말년 서유기,이말년,완결,"스토리, 개그",이말년이 서유기 라는 좋은 차에 무임승차한다!,8.87,네이버 웹툰
1085,상중하,한(恨),완결,"스토리, 액션",한 방 인생 역전을 위한일란성 세 쌍둥이의 처절한 인생 쟁탈전,9.87,네이버 웹툰
1086,밥풀때기,Dylan / DanBra...,완결,"에피소드, 개그",열정이 가득한 밥풀때기 아저씨의 다이내믹한 하루! 글로벌 라인 웹툰에서 연재되고 있는 대만의 를 한국어 버전으로 감상하세요.,9.8,네이버 웹툰
1087,아이소포스 3부,김양수 / 도가도,완결,"스토리, 시대극","이솝우화의 이솝, 자신의 운명을 바꾼 한 사람의 이야기.아이소포스가 3부로 돌아왔다",9.95,네이버 웹툰
1088,놓지마 정신줄,신태훈 / 나승훈,완결,"에피소드, 개그","정신, 정주리 남매와 독특한 주변 인물들의정신줄 놓게 만드는 다양한 에피소드들! 본격 유체이탈 예방 프로젝트 놓지마 정신줄!",9.92,네이버 웹툰
1089,중립디자인구역,최남새,완결,"스토리, 판타지",천사와 악마의 의상을 디자인하는 중립디자인구역그곳에 입사한 사회초년생 호양이의 다사다난한 일상,9.67,네이버 웹툰
1090,판다독,판다독,완결,"에피소드, 일상","엄마 피그독, 여동생 펭귄독과 함께 사는 귀차니즘의 왕자 판다독이 캐릭터 회사에 디자이너로 취업해 첫 사회 생활을 시작하며 펼치는 좌충우돌 리얼 스토리!",9.84,네이버 웹툰
1091,아이돌 연구소,해마 / 연제원,완결,"에피소드, 개그",아이돌의 모든 것!지금부터 아이돌 연구소가 알려준다,9.45,네이버 웹툰
1092,놓정동화,신태훈 / 나승훈,완결,"옴니버스, 개그",여러분의 정신줄을 다시 한 번 놓게 할 새로운 동화가 시작된다!,9.93,네이버 웹툰
1093,뱀피르,카인 / 12B,완결,"스토리, 판타지",뱀파이어에게 피를 제공하며 가축같이 살아가는 노예인 인간들. 그 잔혹한 숙명과 뱀파이어의 감시 속에서 반란하려는 무리가 생겨난다. 서울문화사 네이버가 함께하는 2015 만화 스카우트 당선작입니다.,9.9,네이버 웹툰
1094,모던패밀리 2,외눈박이 / 시현,완결,"에피소드, 개그",행복한 가정을 이루기 위해 고군분투하는 어느 수상한 가족 이야기그 두번째 시즌!,9.68,네이버 웹툰
1095,해피,박설화,완결,"스토리, 드라마",당신이 쫓고 있는 행복의 실체를 찾아서 서울문화사 네이버가 함께하는 2015 만화 스카우트 당선작입니다.,9.84,네이버 웹툰
1096,소곤소곤,옛사람,완결,"옴니버스, 스릴러",당신의 귓가에 속삭일 기묘한 이야기,9.97,네이버 웹툰
1097,적생,아루아니_팀 겟네임,완결,"스토리, 스릴러",살인마를 움직이는 웹사이트.그 비밀을 알아내야하는 해커,9.95,네이버 웹툰
1098,우렁집사,최경아,완결,"스토리, 로맨스",요정을 만나고 싶어? 도깨비는 어때? 좀비도 보고 싶지?제일 만나고 싶은건 뭐지? 그런데 네 앞에 나타난 건...?,9.94,네이버 웹툰
1099,전설의 레전드,강냉이,완결,"스토리, 액션",전설을 만드는 전설의 전설,9.73,네이버 웹툰
1100,후레자식,김칸비 / 황영찬,완결,"스토리, 스릴러",내 집안에 살인마가 산다. 본격 세대갈등 잔혹 스릴러,9.98,네이버 웹툰
1101,레드돌,최윤열,완결,"스토리, 판타지",기계인형이 된 인간을 사냥하는 인형 사냥꾼 이야기 서울문화사 네이버가 함께하는 2015 만화 스카우트 당선작입니다.,9.87,네이버 웹툰
1102,2016 학교 다녀오겠습니다,웹툰작가,완결,"에피소드, 일상",신학기가 외롭고 힘든 당신을 위해 준비했다웹툰작가들의 개그 단편선,9.41,네이버 웹툰
1103,프린스의 왕자 - 카페 드...,재아 / SE,완결,"스토리, 판타지","프린스의 왕자 시즌3! 꽃미남들의 달콤살벌 초콜릿 이야기이몽룡과 박시현, 두 완벽남의 전쟁같은 카페 운영이 시작된다",9.95,네이버 웹툰
1104,소울카르텔,하람 / 지야,완결,"스토리, 판타지","소년과 악마의 계약으로 시작된, 사후세계에서 벌어지는 모험 액션 판타지.",9.96,네이버 웹툰
1105,국립자유경제고등학교 세실고...,양혜석 / 이현지,완결,"스토리, 드라마","반 이 돌아왔다 !! 국립자유경제고등학교 세실고, 새롭게 시작되는 2학기!",9.97,네이버 웹툰
1106,마야고,후렛샤 / 김홍태,완결,"스토리, 스릴러","미스테리 스릴러 빙의,그리고 치명적인 시즌2 마야고!",9.95,네이버 웹툰
1107,스페이스 킹,박성용,완결,"스토리, 판타지","먼 미래 은하계는 통일되고 대통령 직선제가 시행된다! 아스란영웅전 박성용 작가 신작, 좌충우돌 선거만화 스페이스 킹",9.92,네이버 웹툰
1108,엄마와 딸 x2,필냉이,완결,"에피소드, 일상","인자한 외할머니, 깐깐한 엄마, 엉뚱한 딸이 한 집에 살게 되었다?!본격 삼대모녀 티격태격 생활기",9.97,네이버 웹툰
1109,샌프란시스코 화랑관,돌배,완결,"스토리, 드라마",미국 샌프란시스코의 태권도장에서 일어나는각양각색 사람들의 진솔한 이야기,9.98,네이버 웹툰
1110,오성X한음,유승진,완결,"스토리, 시대극","영길리국에 셜록과 왓슨이 있다면 조선에는 이들이 있다!조선판 수사추리극, 오성 한음 한섬세대 유승진 작가 신작!",9.95,네이버 웹툰
1111,동네변호사 조들호 시즌1,해츨링,완결,"스토리, 드라마",본격 생활법정만화 동네변호사 조들호,9.94,네이버 웹툰
1112,삼국전투기,최훈,완결,"옴니버스, 개그","삼국의 에이스가 선보이는 피튀기는 한판 승부! 삼국지의 맥을 잇는, 패러디 대마왕 최훈 작가의 이색 삼국 전투기!!",9.37,네이버 웹툰
1113,손의 흔적,유성연,완결,"스토리, 드라마",다른 사람의 문자대화를 마음대로 엿볼 수 있다?,9.28,네이버 웹툰
1114,천적,꼬마비 / 재수,완결,"옴니버스, 일상",일반 사람들의 일상 대결이 펼쳐진다 무규칙 일상 배틀 생중계!,9.83,네이버 웹툰
1115,2호선 세입자,정은경 / 여원,완결,"스토리, 드라마",2호선엔 왜 사람이 많을까?지하철에서 벌어지는 로맨틱 휴먼 드라마,9.9,네이버 웹툰
1116,후유증 2,김선권,완결,"스토리, 스릴러",세 남녀의 그날 이후김선권 작가의 후유증 그 두 번째 이야기,9.88,네이버 웹툰
1117,화이트멜로우,임진국,완결,"스토리, 드라마","하얀 눈 속에서 펼쳐지는 순조롭지 않은 그들의 레알 로맨스! 그린보이 , 레드카펫 임진국 작가 신작 로맨스시트콤",9.95,네이버 웹툰
1118,오빠 왔다,모나,완결,"에피소드, 개그",드라마나 영화에 나오던 착한오빠는 없다. 리얼 남매이야기 진짜 오빠가 왔다!,9.7,네이버 웹툰
1119,하이브 1~2,김규삼,완결,"스토리, 판타지",거대해진 곤충들이 인간을 습격한다! 원시시대로 돌아간 지구의 대기상태,9.95,네이버 웹툰
1120,어빌리티,손제호 / 이광수,완결,"스토리, 판타지",조금 편리한 능력일 뿐이라고 생각했다. 그 일이 있기 전까지...,9.76,네이버 웹툰
1121,철벽! 연애 시뮬레이션,혜니,완결,"스토리, 로맨스",모니터 남친은 이제 그만! 게임속으로 들어간 이라의 철벽녀 탈출기. 2014 대학만화 최강자전 수상작!,9.96,네이버 웹툰
1122,마녀사냥,박소,완결,"스토리, 드라마",마녀와 악마. 마지막에 살아남는 건 누구인가? 2013 대학만화 최강자전 8강 진출작!,9.95,네이버 웹툰
1123,2015 사이,웹툰작가,완결,"옴니버스, 로맨스",2015 로맨스 콜라보 특집. 그때 네 마음은 뭐였니? 우리 둘 사이만큼 궁금한 너의 이야기,9.88,네이버 웹툰
1124,아이덴티티,시니 / 수훈,완결,"스토리, 드라마","잠에 들면 다른 사람이 되는 남자 헨리 모리스, 그리고 그 병을 치료하는 .와이번. 죽음에 관하여 스토리 시니 작가의 신작.",9.98,네이버 웹툰
1125,오민혁 단편선,오민혁,완결,"옴니버스, 드라마","한 명의 젊은 작가가 그리는, 때로는 기발하고 때로는 따뜻한 세계! 짧지만 그래서 더욱 긴 여운",9.97,네이버 웹툰
1126,가우스전자 시즌1~2,곽백수,완결,"스토리, 개그",다국적 문어발 기업 가우스전자 마케팅3부 이야기 트라우마 곽백수 작가가 선보이는 본격 직장인 만화!,9.96,네이버 웹툰
1127,사또(Satto),최윤진,완결,"스토리, 판타지",인생 역전을 꿈꾸는 당신. 남은 인생을 걸어볼 용기가 있으신가요?복권 한 장에 목숨을 건 사람들. 그 안에서 자신을 찾기 위한 한 소년의 인생 투척 드라마.,9.8,네이버 웹툰
1128,천국의 신화,이현세,완결,"스토리, 시대극","한국만화의 신화, 이현세 화백의 귀환.",9.88,네이버 웹툰
1129,2015 루키 단편선-지옥...,웹툰작가,완결,"옴니버스, 드라마","전설 이현세, 이두호가 직접 프로듀싱한 신인 작가 단편선 시즌5!무시무시한 신인들이 몰려온다!",9.92,네이버 웹툰
1130,스페이스 차이나드레스,최봉수 / 원현재,완결,"스토리, 액션",전 우주무술의 본원지 행성 소림에서 벌어지는 코믹 액션 판타지.우주 최강의 막무가내 소녀가 강림했다!,9.88,네이버 웹툰
1131,나는 너를 보았다,모래인간 / 티오비,완결,"스토리, 스릴러","딸이 탄 지하철이 피투성이가 되어 나타났다?!모든 것을 목격한, 혹은 아무것도 목격하지 않은 사람들의 이야기.",9.95,네이버 웹툰
1132,늘 푸른 찻집,고병준 / 제뉴,완결,"스토리, 드라마",천방지축 아이들의 달콤 쌉싸르한 성장이야기,9.96,네이버 웹툰
1133,미래소녀,황준호,완결,"스토리, 스릴러",소녀가 바라본 미래의 기억들 인간의 숲 황준호 작가의 신작,9.96,네이버 웹툰
1134,리얼주주,손태규,완결,"옴니버스, 개그",12지전사의 작가 손태규의 웹툰 데뷔작 리얼 ? 한 동물원 리얼주주에서 벌어지는 아기자기한 이야기. 리얼주주로 놀러오세요.,9.87,네이버 웹툰
1135,고고고,정은경 / 하일권,완결,"스토리, 판타지","치매 걸린 할아버지, 게임 폐인 아빠와 살고 있는 고민 원효대사가 남긴 해골물을 찾아달라는 의뢰를 받고 삼부자가 떠나게 되는데...",9.97,네이버 웹툰
1136,라크리모사,임인스,완결,"스토리, 판타지","싸우자 귀신아, 그 마지막 이야기",9.69,네이버 웹툰
1137,데드데이즈(DEAD DAY...,DEY,완결,"스토리, 스릴러","좀비성 바이러스가 퍼진 세계. 4일 후의 이야기.살고싶은 본능, 살리고 싶은 마음 그리고 이기적인 욕망.살아남은 자들의 숨막히는 생존기",9.97,네이버 웹툰
1138,"아이소포스 1, 2부",김양수 / 도가도,완결,"스토리, 시대극","이솝우화의 이솝, 자신의 운명을 바꾼 한 사람의 이야기.",9.96,네이버 웹툰
1139,장미아파트 공경비,권정희 / 박병규,완결,"스토리, 드라마",취업도 힘들다. 사랑도 힘들다. 그래도 희망은 있다. 이십대 경비의 좌충우돌기!,9.7,네이버 웹툰
1140,공주는 잠 못 이루고,하가,완결,"스토리, 드라마",당신 없이는 살 수 없어나는 구원 받을 수 있습니까?,9.95,네이버 웹툰
1141,안 돼요 마왕님!,마로,완결,"스토리, 로맨스","인터넷 소설 마니아 마왕, 진정한 사랑을 찾아 인간계로 떠나다. 본격 순정 코미디.",9.96,네이버 웹툰
1142,바람이 머무는 난,신월,완결,"스토리, 판타지",어느날 지상 최후의 용과 마주하게 된 한 여자아이의 이야기,9.95,네이버 웹툰
1143,시큼새큼,묘니,완결,"스토리, 로맨스",내 이야기를 들어주는 사람이 있다는 건 큰 축복이야.평범하진 않지만 평범한 순정만화.,9.9,네이버 웹툰
1144,크레이터,태발,완결,"스토리, 액션",전투를 위해 태어난 인간 투견! 주인을 위해 목숨을 걸고 싸워라!,9.93,네이버 웹툰
1145,심연의 하늘 시즌 1~3,윤인완 / 김선희,완결,"스토리, 스릴러",한치 앞도 보이지 않는 어둠 속 서울.도대체 무슨 일이 벌어진 걸까?,9.41,네이버 웹툰
1146,남과 여,혀노,완결,"스토리, 드라마","죽음에 관하여 , 네가 없는 세상 혀노 작가의 솔로 데뷔작,솔직한 20대의 흔한 사랑 이야기.",9.98,네이버 웹툰
1147,2015 소름,웹툰작가,완결,"옴니버스, 스릴러",2015 여름특집 공포 단편선. 당신에게도 일어날 수 있는 이야기,9.83,네이버 웹툰
1148,두근거려요,뚱땡이냐옹이,완결,"스토리, 로맨스",두 번째 사랑을 할 수 있을까? 라미의 두근두근 사랑 이야기,9.96,네이버 웹툰
1149,일등당첨,미티,완결,"스토리, 드라마",당신이 꿈꿔온 인생역전 드라마!당첨되면 뭐할래요?,9.29,네이버 웹툰
1150,Ho!,억수씨,완결,"스토리, 드라마",청각장애인 와 찌질남 원이가 펼치는 전혀 연애이야기 같지 않은 연애이야기과연 늑대에게도 순정은 있는가?!,9.97,네이버 웹툰
1151,신령,이혜,완결,"스토리, 판타지",신이라 불리는 방울. 그 방울의 선택을 받은 약소국의 어린왕 홍령과방울의 비밀을 둘러싼 과거와 현재 이야기.,9.97,네이버 웹툰
1152,저승에서 만난 사람들,단우 / 백희정,완결,"스토리, 스릴러",한 아이의 유괴 사건과 관련된 다섯 사람저승에서 펼쳐지는 미스터리 스릴러,9.97,네이버 웹툰
1153,낚시신공,귀귀,완결,"스토리, 개그",전설이 돌아왔다! 허를 찌르는 실전 무공. 귀귀 작가의 컷툰 신작!,8.63,네이버 웹툰
1154,블랙시저스,유령,완결,"스토리, 판타지",하얀 악마 차투스와 시저들의 이야기,9.95,네이버 웹툰
1155,우리 헤어졌어요,류채린,완결,"스토리, 드라마",모든 것은 헤어지면서 시작됐다?헤어진 남녀의 묘한 동거,9.89,네이버 웹툰
1156,모태솔로수용소,석재윤,완결,"스토리, 드라마",모태솔로가 중범죄자 취급받는 미래의 한국엉겁결에 잡혀들어온 독고남과 수감자들의 우여곡절 코믹 탈주기,9.92,네이버 웹툰
1157,언더클래스 히어로,김우준,완결,"스토리, 판타지","도시 한가운데서 일어난 정체불명의 대폭발. 스승의 저주를 받아 천개의 선행을 하게 된 주인공 인 , 마을의 원수를 찾아 여행하는 검객 류진 ,그리고 정체불명의 약초상 아미 . 대폭발의 원인을 찾아 떠나는 그들의 여행!",9.96,네이버 웹툰
1158,조석축구만화,조석,완결,"에피소드, 스포츠",조석 작가가 들려주는 너무나도 솔직담백한 해외축구이야기.,9.81,네이버 웹툰
1159,웃지 않는 개그반 시즌1~2,현용민,완결,"스토리, 개그",미친 예술고등학교 개그반에 입학한 왕진지와 그의 친구들.그들이 겪는 웃지 못 할 이야기가 펼쳐진다.,9.76,네이버 웹툰
1160,프린스의 왕자,재아 / SE,완결,"스토리, 개그",꽃미남들로 이루어진 게임제작사 캐슬소프트 의 존폐를 걸고 펼쳐지는 두 완벽남의 좌충우돌 코믹 스토리,9.98,네이버 웹툰
1161,노네임드(NoNameD),문지현,완결,"스토리, 스릴러",어느날 갑자기 벌어진 실종 사건. 그리고 실종된 학생의 자리에서 발견된 의문의 메모.그것은 앞으로 벌어질 믿을 수 없는 일들의 시작에 불과했다.,9.96,네이버 웹툰
1162,지새는 달,LELE / 별솔,완결,"스토리, 판타지",세계의 경계가 허물어져 간다 서울문화사 네이버가 함께하는 2014 만화 스카우트 당선작입니다.,9.94,네이버 웹툰
1163,버닝헬,윤인완 / 양경일,완결,"스토리, 판타지","신암행어사 윤인완, 양경일 콤비가 다시 뭉쳤다! 지상 최악의 섬에서 펼쳐지는 두 살인귀의 처절한 사투!",9.95,네이버 웹툰
1164,불만시대,김8,완결,"스토리, 드라마",누구에게나 불만은 있다. 불만족스러운 우리의 속 시원한 공감툰!세상 모든 게 불만인 여자와 염세적인 남자의 대환장 일상!맞춤법 파괴자 췐무ㅤㄱㅞㅇ도 잊지마..,9.78,네이버 웹툰
1165,차차차,한나,완결,"옴니버스, 드라마",감성웹툰 묵회 한나 작가의 신작! 한가한 신생 찻집 고운 다실 에서 일어나는 따뜻하고 소소한 이야기들,9.94,네이버 웹툰
1166,재앙은 미묘하게,안성호,완결,"스토리, 스릴러",소음이 우리를 미치게 해! 당신은 데시벨로부터 안녕하십니까?,9.96,네이버 웹툰
1167,빨간책,랑또,완결,"에피소드, 스릴러",생각하면 할 수록 무서운 빨간책 속 이야기. 어디에나 있고 어디에도 없는 것에 대하여.. 랑또 작가의 컷툰 신작.,9.78,네이버 웹툰
1168,한국만화거장전 : 순정만화...,한국만화가협회,완결,"스토리, 로맨스",이번엔 순정만화다! 어릴 적 내 마음을 잔잔히 적셔준 거장들의 만화가 다시 시작됩니다.,9.86,네이버 웹툰
1169,언더프린,브림스,완결,"스토리, 판타지",삶의 가장 큰 의미인 가족을 지키기 위한그의 눈부신 사투가 시작된다.,9.95,네이버 웹툰
1170,플로우,허니비,완결,"스토리, 판타지",누구에게나 신이 존재한다.어느 날 신의 선물을 받고 운명이 바뀐 소년의 애니멀 판타지!,9.96,네이버 웹툰
1171,딥(DEEP),토우 / 김태헌,완결,"스토리, 스릴러",오래 전 실종되었던 가족이 다시 우리 곁으로 돌아왔다!?마지막까지 예측불가. 미스터리 드라마 호러 웹툰.,9.95,네이버 웹툰
1172,질풍기획 시즌2,이현민,완결,"스토리, 개그","그 누가 우리의 하루를 평범하다 하는가.다시 한 번 질풍을 맞이하라!본격 열혈 스펙터클 직장인 일상 만화 질풍기획, 리턴!",9.97,네이버 웹툰
1173,버퍼링,최홍준,완결,"스토리, 판타지",언제부터인가...시간의 흐름에 문제가 생겼다,9.94,네이버 웹툰
1174,일사부재리,김신비 / 정은,완결,"스토리, 스릴러",내가 죽인 그 놈이 살아있다. 서울문화사 네이버가 함께하는 2014 만화 스카우트 당선작입니다.,9.93,네이버 웹툰
1175,제페토,연제원,완결,"스토리, 판타지","제페토 박사가 죽기 전에 남겼다는 제페토의 유산.지배를 위해, 생존을 위해, 사랑을 위해, 제페토의 유산을 손에 넣기 위한 대립이 시작된다! 흐드러지다 연제원 작가의 신작 제페토",9.95,네이버 웹툰
1176,헬퍼,삭,완결,"스토리, 액션","도시를 지키는 가드 트라이브의 대장 장광남.그가 의문의 교통사고로 사망한 뒤,저승과 이승에서 펼쳐지는 감성 액션 판타지 만화.",9.95,네이버 웹툰
1177,낢 부럽지 않은 신혼여행기,서나래,완결,"에피소드, 일상",유럽 여행기의 탈을 쓸 낢의 신혼여행기. 서나래 작가의 컷툰 신작!,9.96,네이버 웹툰
